※ 매월 말일자 통계 현황,,,,,,,
,,2022년02월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4148054000,경기도 파주시 교하동,"53,168","21,398",          2.48,"26,841","26,327",          1.02
4148055000,경기도 파주시 운정1동,"51,942","21,184",          2.45,"25,459","26,483",          0.96
4148056000,경기도 파주시 운정2동,"62,813","23,971",          2.62,"30,618","32,195",          0.95
4148057000,경기도 파주시 운정3동,"86,728","34,467",          2.52,"42,276","44,452",          0.95
4150000000,경기도 이천시 ,"222,655","101,287",          2.20,"115,556","107,099",          1.08
4150025000,경기도 이천시 장호원읍,"14,486","6,648",          2.18,"7,357","7,129",          1.03
4150025300,경기도 이천시 부발읍,"36,044","15,733",          2.29,"19,068","16,976",          1.12
4150031000,경기도 이천시 신둔면,"13,916","6,510",          2.14,"7,267","6,649",          1.09
4150032000,경기도 이천시 백사면,"11,421","5,081",          2.25,"5,816","5,605",          1.04
4150033000,경기도 이천시 호법면,"5,818","2,959",          1.97,"3,117","2,701",          1.15
4150034000,경기도 이천시 마장면,"15,216","7,650",          1.99,"8,363","6,853",          1.22
4150035000,경기도 이천시 대월면,"14,583","7,746",          1.88,"7,439","7,144",          1.04
4150036000,경기도 이천시 모가면,"4,378","2,309",          1.90,"2,343","2,035",          1.15
4150037000,경기도 이천시 설성면,"4,677","2,527",          1.85,"2,481","2,196",          1.13
4150038000,경기도 이천시 율면,"2,657","1,464",          1.81,"1,375","1,282",          1.07
4150051000,경기도 이천시 창전동,"16,905","8,584",          1.97,"8,485","8,420",          1.01
4150051500,경기도 이천시 증포동,"57,301","20,705",          2.77,"28,569","28,732",          0.99
4150052000,경기도 이천시 중리동,"15,039","8,374",          1.80,"8,631","6,408",          1.35
4150053000,경기도 이천시 관고동,"10,214","4,997",          2.04,"5,245","4,969",          1.06
4155000000,경기도 안성시 ,"189,535","89,392",          2.12,"97,918","91,617",          1.07
4155025000,경기도 안성시 공도읍,"60,081","25,788",          2.33,"30,338","29,743",          1.02
4155031000,경기도 안성시 보개면,"5,310","2,663",          1.99,"2,816","2,494",          1.13
4155032000,경기도 안성시 금광면,"7,300","3,589",          2.03,"3,636","3,664",          0.99
4155033000,경기도 안성시 서운면,"3,290","1,677",          1.96,"1,739","1,551",          1.12
4155034000,경기도 안성시 미양면,"5,807","3,021",          1.92,"3,177","2,630",          1.21
4155035000,경기도 안성시 대덕면,"15,404","8,390",          1.84,"8,685","6,719",          1.29
4155036000,경기도 안성시 양성면,"5,249","2,733",          1.92,"2,744","2,505",          1.10
4155038000,경기도 안성시 원곡면,"6,548","3,517",          1.86,"3,674","2,874",          1.28
4155039000,경기도 안성시 일죽면,"7,441","3,920",          1.90,"3,900","3,541",          1.10
4155040000,경기도 안성시 죽산면,"6,874","3,777",          1.82,"3,659","3,215",          1.14
4155041000,경기도 안성시 삼죽면,"3,568","2,048",          1.74,"1,838","1,730",          1.06
4155042000,경기도 안성시 고삼면,"1,939","1,051",          1.84,"1,016",923,          1.10
4155051000,경기도 안성시 안성1동,"12,273","5,776",          2.12,"6,150","6,123",          1.00
4155052000,경기도 안성시 안성2동,"26,087","12,097",          2.16,"13,277","12,810",          1.04
4155053000,경기도 안성시 안성3동,"22,364","9,345",          2.39,"11,269","11,095",          1.02
4157000000,경기도 김포시 ,"486,334","201,192",          2.42,"243,242","243,092",          1.00
4157025000,경기도 김포시 통진읍,"29,115","14,994",          1.94,"15,547","13,568",          1.15
4157025300,경기도 김포시 고촌읍,"48,309","18,467",          2.62,"24,086","24,223",          0.99
4157025600,경기도 김포시 양촌읍,"29,250","14,423",          2.03,"15,400","13,850",          1.11
4157034000,경기도 김포시 대곶면,"9,901","5,629",          1.76,"5,793","4,108",          1.41
4157035000,경기도 김포시 월곶면,"5,439","3,157",          1.72,"2,992","2,447",          1.22
4157036000,경기도 김포시 하성면,"8,209","4,187",          1.96,"4,467","3,742",          1.19
4157051500,경기도 김포시 김포본동,"60,756","23,069",          2.63,"29,846","30,910",          0.97
4157052500,경기도 김포시 장기본동,"38,766","13,599",          2.85,"18,895","19,871",          0.95
4157054000,경기도 김포시 사우동,"22,555","9,937",          2.27,"11,318","11,237",          1.01
4157055000,경기도 김포시 풍무동,"61,556","23,591",          2.61,"29,994","31,562",          0.95
4157056000,경기도 김포시 장기동,"41,377","16,116",          2.57,"20,202","21,175",          0.95
4157057000,경기도 김포시 구래동,"45,291","20,126",          2.25,"22,551","22,740",          0.99
4157057500,경기도 김포시 마산동,"36,062","15,209",          2.37,"17,848","18,214",          0.98
4157058000,경기도 김포시 운양동,"49,748","18,688",          2.66,"24,303","25,445",          0.96
4159000000,경기도 화성시 ,"889,398","375,084",          2.37,"462,137","427,261",          1.08
4159025300,경기도 화성시 봉담읍,"84,955","35,117",          2.42,"43,117","41,838",          1.03
4159025600,경기도 화성시 우정읍,"17,509","9,121",          1.92,"9,611","7,898",          1.22
4159025900,경기도 화성시 향남읍,"87,960","40,088",          2.19,"47,224","40,736",          1.16
4159026200,경기도 화성시 남양읍,"43,310","21,158",          2.05,"23,665","19,645",          1.20
4159031000,경기도 화성시 매송면,"6,960","3,549",          1.96,"3,687","3,273",          1.13
4159032000,경기도 화성시 비봉면,"6,589","3,627",          1.82,"3,738","2,851",          1.31
4159033000,경기도 화성시 마도면,"7,035","4,134",          1.70,"4,236","2,799",          1.51
4159034000,경기도 화성시 송산면,"11,082","5,758",          1.92,"6,039","5,043",          1.20
4159035000,경기도 화성시 서신면,"7,257","4,061",          1.79,"4,023","3,234",          1.24
4159036000,경기도 화성시 팔탄면,"10,131","6,342",          1.60,"6,125","4,006",          1.53
4159037000,경기도 화성시 장안면,"10,324","5,747",          1.80,"5,999","4,325",          1.39
4159040000,경기도 화성시 양감면,"4,013","2,457",          1.63,"2,479","1,534",          1.62
4159041000,경기도 화성시 정남면,"11,405","6,398",          1.78,"6,622","4,783",          1.38
4159051500,경기도 화성시 새솔동,"24,985","8,326",          3.00,"12,509","12,476",          1.00
4159052000,경기도 화성시 진안동,"43,645","20,858",          2.09,"23,682","19,963",          1.19
4159053000,경기도 화성시 병점1동,"36,110","15,040",          2.40,"18,574","17,536",          1.06
4159054000,경기도 화성시 병점2동,"23,710","8,747",          2.71,"11,540","12,170",          0.95
4159055000,경기도 화성시 반월동,"31,613","10,975",          2.88,"15,959","15,654",          1.02
4159056000,경기도 화성시 기배동,"13,556","4,955",          2.74,"6,910","6,646",          1.04
4159057000,경기도 화성시 화산동,"22,906","10,162",          2.25,"12,123","10,783",          1.12
4159058500,경기도 화성시 동탄1동,"50,778","20,829",          2.44,"26,226","24,552",          1.07
4159058600,경기도 화성시 동탄2동,"35,073","11,821",          2.97,"17,261","17,812",          0.97
4159058700,경기도 화성시 동탄3동,"41,693","17,466",          2.39,"21,550","20,143",          1.07
4159058800,경기도 화성시 동탄4동,"52,528","16,467",          3.19,"26,106","26,422",          0.99
4159059000,경기도 화성시 동탄5동,"45,435","20,038",          2.27,"22,811","22,624",          1.01
4159060000,경기도 화성시 동탄6동,"40,000","17,181",          2.33,"20,637","19,363",          1.07
4159061000,경기도 화성시 동탄7동,"86,302","32,385",          2.66,"43,281","43,021",          1.01
4159062000,경기도 화성시 동탄8동,"32,534","12,277",          2.65,"16,403","16,131",          1.02
4159200000,경기도 화성시동부출장소 ,0,0,          0.00,0,0,          0.00
4159400000,경기도 화성시동탄출장소 ,0,0,          0.00,0,0,          0.00
4161000000,경기도 광주시 ,"387,646","168,161",          2.31,"197,783","189,863",          1.04
4161025000,경기도 광주시 오포읍,"112,820","49,100",          2.30,"56,940","55,880",          1.02
4161025300,경기도 광주시 초월읍,"46,492","20,132",          2.31,"24,126","22,366",          1.08
4161025900,경기도 광주시 곤지암읍,"23,170","11,545",          2.01,"12,367","10,803",          1.14
4161033000,경기도 광주시 도척면,"9,530","5,108",          1.87,"5,225","4,305",          1.21
4161034000,경기도 광주시 퇴촌면,"15,852","7,546",          2.10,"8,066","7,786",          1.04
4161035000,경기도 광주시 남종면,"1,493",820,          1.82,785,708,          1.11
4161037000,경기도 광주시 남한산성면,"2,488","1,240",          2.01,"1,311","1,177",          1.11
4161051000,경기도 광주시 경안동,"29,601","13,447",          2.20,"15,196","14,405",          1.05
4161052000,경기도 광주시 송정동,"21,957","9,721",          2.26,"11,075","10,882",          1.02
4161054000,경기도 광주시 쌍령동,"18,292","7,175",          2.55,"9,148","9,144",          1.00
4161055000,경기도 광주시 탄벌동,"38,960","16,351",          2.38,"19,766","19,194",          1.03
4161056000,경기도 광주시 광남1동,"33,297","14,295",          2.33,"17,069","16,228",          1.05
4161057000,경기도 광주시 광남2동,"33,694","11,681",          2.88,"16,709","16,985",          0.98
4163000000,경기도 양주시 ,"236,327","102,588",          2.30,"119,794","116,533",          1.03
4163025000,경기도 양주시 백석읍,"26,206","11,736",          2.23,"13,285","12,921",          1.03
4163031000,경기도 양주시 은현면,"5,789","3,182",          1.82,"3,290","2,499",          1.32
4163032000,경기도 양주시 남면,"6,944","3,889",          1.79,"3,874","3,070",          1.26
4163033000,경기도 양주시 광적면,"11,818","6,019",          1.96,"6,387","5,431",          1.18
4163034000,경기도 양주시 장흥면,"10,915","5,607",          1.95,"5,598","5,317",          1.05
4163051000,경기도 양주시 양주1동,"5,195","2,695",          1.93,"2,731","2,464",          1.11
4163052000,경기도 양주시 양주2동,"50,024","19,437",          2.57,"24,477","25,547",          0.96
4163053000,경기도 양주시 회천1동,"9,725","4,765",          2.04,"5,155","4,570",          1.13
4163054000,경기도 양주시 회천2동,"27,204","11,741",          2.32,"13,755","13,449",          1.02
4163055000,경기도 양주시 회천3동,"27,329","11,065",          2.47,"13,553","13,776",          0.98
4163056000,경기도 양주시 회천4동,"55,178","22,452",          2.46,"27,689","27,489",          1.01
4165000000,경기도 포천시 ,"148,765","73,730",          2.02,"78,859","69,906",          1.13
4165025000,경기도 포천시 소흘읍,"45,415","19,836",          2.29,"23,160","22,255",          1.04
4165031000,경기도 포천시 군내면,"8,653","4,337",          2.00,"4,649","4,004",          1.16
4165032000,경기도 포천시 내촌면,"4,525","2,635",          1.72,"2,635","1,890",          1.39
4165033000,경기도 포천시 가산면,"7,554","4,286",          1.76,"4,441","3,113",          1.43
4165034000,경기도 포천시 신북면,"12,440","6,524",          1.91,"6,863","5,577",          1.23
4165035000,경기도 포천시 창수면,"2,103","1,181",          1.78,"1,181",922,          1.28
4165036000,경기도 포천시 영중면,"4,747","2,673",          1.78,"2,570","2,177",          1.18
4165037000,경기도 포천시 일동면,"9,486","5,027",          1.89,"4,965","4,521",          1.10
4165038000,경기도 포천시 이동면,"6,245","3,412",          1.83,"3,429","2,816",          1.22
4165039000,경기도 포천시 영북면,"8,220","4,434",          1.85,"4,445","3,775",          1.18
4165040000,경기도 포천시 관인면,"2,721","1,508",          1.80,"1,431","1,290",          1.11
4165041000,경기도 포천시 화현면,"2,743","1,459",          1.88,"1,443","1,300",          1.11
4165051000,경기도 포천시 포천동,"18,974","8,847",          2.14,"9,603","9,371",          1.02
4165052000,경기도 포천시 선단동,"14,939","7,571",          1.97,"8,044","6,895",          1.17
4167000000,경기도 여주시 ,"112,469","53,110",          2.12,"57,214","55,255",          1.04
4167025000,경기도 여주시 가남읍,"15,157","7,519",          2.02,"7,888","7,269",          1.09
4167031000,경기도 여주시 점동면,"4,768","2,288",          2.08,"2,467","2,301",          1.07
4167032000,경기도 여주시 흥천면,"5,083","2,515",          2.02,"2,667","2,416",          1.10
4167033000,경기도 여주시 금사면,"2,933","1,613",          1.82,"1,512","1,421",          1.06
4167034500,경기도 여주시 세종대왕면,"6,199","3,098",          2.00,"3,216","2,983",          1.08
4167035000,경기도 여주시 대신면,"6,938","3,681",          1.88,"3,612","3,326",          1.09
4167036000,경기도 여주시 북내면,"4,921","2,453",          2.01,"2,584","2,337",          1.11
4167037000,경기도 여주시 강천면,"4,266","2,283",          1.87,"2,209","2,057",          1.07
4167038000,경기도 여주시 산북면,"2,504","1,251",          2.00,"1,259","1,245",          1.01
4167051000,경기도 여주시 여흥동,"21,573","10,168",          2.12,"10,799","10,774",          1.00
4167052000,경기도 여주시 중앙동,"19,686","8,388",          2.35,"9,856","9,830",          1.00
4167053000,경기도 여주시 오학동,"18,441","7,853",          2.35,"9,145","9,296",          0.98
4180000000,경기도 연천군 ,"42,725","22,060",          1.94,"22,402","20,323",          1.10
4180025000,경기도 연천군 연천읍,"7,641","4,004",          1.91,"4,143","3,498",          1.18
4180025300,경기도 연천군 전곡읍,"19,007","8,916",          2.13,"9,699","9,308",          1.04
4180031000,경기도 연천군 군남면,"3,121","1,719",          1.82,"1,661","1,460",          1.14
4180032000,경기도 연천군 청산면,"4,061","2,401",          1.69,"2,155","1,906",          1.13
4180033000,경기도 연천군 백학면,"2,553","1,375",          1.86,"1,365","1,188",          1.15
4180034000,경기도 연천군 미산면,"1,739",975,          1.78,928,811,          1.14
4180035000,경기도 연천군 왕징면,"1,007",572,          1.76,548,459,          1.19
4180036000,경기도 연천군 신서면,"2,676","1,618",          1.65,"1,413","1,263",          1.12
4180037000,경기도 연천군 중면,192,113,          1.70,117,75,          1.56
4180038000,경기도 연천군 장남면,728,367,          1.98,373,355,          1.05
4182000000,경기도 가평군 ,"62,247","31,839",          1.96,"32,105","30,142",          1.07
4182025000,경기도 가평군 가평읍,"19,522","9,442",          2.07,"9,948","9,574",          1.04
4182031000,경기도 가평군 설악면,"9,684","5,218",          1.86,"4,974","4,710",          1.06
4182032500,경기도 가평군 청평면,"13,957","7,324",          1.91,"7,108","6,849",          1.04
4182033000,경기도 가평군 상면,"5,641","3,223",          1.75,"2,989","2,652",          1.13
4182034500,경기도 가평군 조종면,"9,610","4,394",          2.19,"5,113","4,497",          1.14
4182035000,경기도 가평군 북면,"3,833","2,238",          1.71,"1,973","1,860",          1.06
4183000000,경기도 양평군 ,"121,364","59,196",          2.05,"60,919","60,445",          1.01
4183025000,경기도 양평군 양평읍,"30,996","13,966",          2.22,"15,527","15,469",          1.00
4183031000,경기도 양평군 강상면,"10,478","4,780",          2.19,"5,207","5,271",          0.99
4183032000,경기도 양평군 강하면,"4,889","2,659",          1.84,"2,471","2,418",          1.02
4183033000,경기도 양평군 양서면,"14,008","6,754",          2.07,"6,961","7,047",          0.99
4183034000,경기도 양평군 옥천면,"8,297","4,235",          1.96,"4,227","4,070",          1.04
4183035000,경기도 양평군 서종면,"10,016","5,118",          1.96,"4,972","5,044",          0.99
4183036000,경기도 양평군 단월면,"3,888","2,078",          1.87,"1,990","1,898",          1.05
4183037000,경기도 양평군 청운면,"3,797","2,135",          1.78,"1,950","1,847",          1.06
4183038000,경기도 양평군 양동면,"4,656","2,415",          1.93,"2,347","2,309",          1.02
4183039500,경기도 양평군 지평면,"7,049","3,783",          1.86,"3,577","3,472",          1.03
4183040000,경기도 양평군 용문면,"18,023","8,565",          2.10,"9,036","8,987",          1.01
4183041000,경기도 양평군 개군면,"5,267","2,708",          1.94,"2,654","2,613",          1.02
4200000000,강원도  ,"1,539,051","748,626",          2.06,"774,543","764,508",          1.01
4211000000,강원도 춘천시 ,"285,202","131,133",          2.17,"140,856","144,346",          0.98
4211025000,강원도 춘천시 신북읍,"7,532","3,658",          2.06,"3,775","3,757",          1.00
4211031000,강원도 춘천시 동면,"19,490","7,968",          2.45,"9,614","9,876",          0.97
4211032000,강원도 춘천시 동산면,"1,439",796,          1.81,775,664,          1.17
4211033000,강원도 춘천시 신동면,"2,622","1,215",          2.16,"1,361","1,261",          1.08
4211034000,강원도 춘천시 남면,"1,077",660,          1.63,587,490,          1.20
4211035000,강원도 춘천시 서면,"3,756","1,962",          1.91,"1,924","1,832",          1.05
4211036000,강원도 춘천시 사북면,"2,485","1,451",          1.71,"1,230","1,255",          0.98
4211038000,강원도 춘천시 북산면,970,627,          1.55,532,438,          1.21
4211039000,강원도 춘천시 동내면,"17,159","7,795",          2.20,"8,553","8,606",          0.99
4211040000,강원도 춘천시 남산면,"3,426","1,992",          1.72,"1,805","1,621",          1.11
4211052000,강원도 춘천시 교동,"3,517","2,309",          1.52,"1,819","1,698",          1.07
4211053000,강원도 춘천시 조운동,"2,679","1,614",          1.66,"1,303","1,376",          0.95
4211054500,강원도 춘천시 약사명동,"3,383","1,643",          2.06,"1,591","1,792",          0.89
4211057000,강원도 춘천시 근화동,"8,509","4,108",          2.07,"4,286","4,223",          1.01
4211058000,강원도 춘천시 소양동,"9,243","4,197",          2.20,"4,551","4,692",          0.97
4211060000,강원도 춘천시 후평1동,"11,451","6,200",          1.85,"5,727","5,724",          1.00
4211061000,강원도 춘천시 후평2동,"14,537","6,387",          2.28,"6,915","7,622",          0.91
4211061100,강원도 춘천시 후평3동,"20,720","9,091",          2.28,"9,870","10,850",          0.91
4211062000,강원도 춘천시 효자1동,"4,390","1,954",          2.25,"2,197","2,193",          1.00
4211063000,강원도 춘천시 효자2동,"11,978","7,667",          1.56,"6,324","5,654",          1.12
4211064000,강원도 춘천시 효자3동,"4,376","2,670",          1.64,"2,207","2,169",          1.02
4211065000,강원도 춘천시 석사동,"34,498","15,042",          2.29,"16,972","17,526",          0.97
4211066000,강원도 춘천시 퇴계동,"48,669","19,921",          2.44,"23,491","25,178",          0.93
4211067500,강원도 춘천시 강남동,"22,725","9,790",          2.32,"11,088","11,637",          0.95
4211070500,강원도 춘천시 신사우동,"24,571","10,416",          2.36,"12,359","12,212",          1.01
4213000000,강원도 원주시 ,"358,647","165,865",          2.16,"177,793","180,854",          0.98
4213025000,강원도 원주시 문막읍,"17,968","8,927",          2.01,"9,194","8,774",          1.05
4213031000,강원도 원주시 소초면,"8,465","4,431",          1.91,"4,491","3,974",          1.13
4213032000,강원도 원주시 호저면,"3,664","1,905",          1.92,"1,922","1,742",          1.10
4213033000,강원도 원주시 지정면,"29,030","11,693",          2.48,"14,275","14,755",          0.97
4213035000,강원도 원주시 부론면,"2,229","1,281",          1.74,"1,132","1,097",          1.03
4213036000,강원도 원주시 귀래면,"2,165","1,207",          1.79,"1,113","1,052",          1.06
4213037000,강원도 원주시 흥업면,"9,302","5,126",          1.81,"4,905","4,397",          1.12
4213038000,강원도 원주시 판부면,"7,355","3,813",          1.93,"3,890","3,465",          1.12
4213039000,강원도 원주시 신림면,"3,579","1,984",          1.80,"1,833","1,746",          1.05
4213051500,강원도 원주시 중앙동,"2,549","1,663",          1.53,"1,362","1,187",          1.15
4213052000,강원도 원주시 원인동,"4,441","2,395",          1.85,"2,117","2,324",          0.91
4213053000,강원도 원주시 개운동,"12,715","5,810",          2.19,"6,081","6,634",          0.92
4213054100,강원도 원주시 명륜1동,"8,334","3,721",          2.24,"4,004","4,330",          0.92
4213054200,강원도 원주시 명륜2동,"16,642","8,004",          2.08,"8,024","8,618",          0.93
4213055000,강원도 원주시 단구동,"44,485","19,812",          2.25,"21,839","22,646",          0.96
4213056000,강원도 원주시 일산동,"8,557","4,544",          1.88,"4,138","4,419",          0.94
4213057500,강원도 원주시 학성동,"4,674","2,469",          1.89,"2,313","2,361",          0.98
4213059000,강원도 원주시 단계동,"28,732","13,208",          2.18,"14,007","14,725",          0.95
4213060000,강원도 원주시 우산동,"13,507","6,557",          2.06,"7,126","6,381",          1.12
4213061000,강원도 원주시 태장1동,"10,310","4,853",          2.12,"5,150","5,160",          1.00
4213062000,강원도 원주시 태장2동,"24,794","11,377",          2.18,"12,398","12,396",          1.00
4213063500,강원도 원주시 봉산동,"7,889","3,839",          2.05,"3,898","3,991",          0.98
4213065000,강원도 원주시 행구동,"7,791","3,177",          2.45,"3,877","3,914",          0.99
4213066000,강원도 원주시 무실동,"34,757","15,139",          2.30,"16,988","17,769",          0.96
4213067500,강원도 원주시 반곡관설동,"44,713","18,930",          2.36,"21,716","22,997",          0.94
4215000000,강원도 강릉시 ,"212,767","102,954",          2.07,"105,554","107,213",          0.98
4215025000,강원도 강릉시 주문진읍,"16,675","9,253",          1.80,"8,148","8,527",          0.96
4215031000,강원도 강릉시 성산면,"3,439","1,724",          1.99,"1,744","1,695",          1.03
4215032000,강원도 강릉시 왕산면,"1,585",910,          1.74,856,729,          1.17
4215033000,강원도 강릉시 구정면,"4,249","2,033",          2.09,"2,160","2,089",          1.03
4215034000,강원도 강릉시 강동면,"4,190","2,255",          1.86,"2,231","1,959",          1.14
4215035000,강원도 강릉시 옥계면,"3,475","1,929",          1.80,"1,781","1,694",          1.05
4215036000,강원도 강릉시 사천면,"4,614","2,424",          1.90,"2,386","2,228",          1.07
4215037000,강원도 강릉시 연곡면,"6,305","3,282",          1.92,"3,164","3,141",          1.01
4215051000,강원도 강릉시 홍제동,"15,117","7,085",          2.13,"7,353","7,764",          0.95
4215052000,강원도 강릉시 중앙동,"4,785","2,818",          1.70,"2,311","2,474",          0.93
4215054000,강원도 강릉시 옥천동,"3,358","2,023",          1.66,"1,732","1,626",          1.07
4215055000,강원도 강릉시 교1동,"25,882","11,766",          2.20,"12,613","13,269",          0.95
4215056000,강원도 강릉시 교2동,"7,739","3,878",          2.00,"3,842","3,897",          0.99
4215057100,강원도 강릉시 포남1동,"10,451","5,417",          1.93,"5,142","5,309",          0.97
4215057200,강원도 강릉시 포남2동,"12,768","6,550",          1.95,"6,267","6,501",          0.96
4215058000,강원도 강릉시 초당동,"4,731","2,381",          1.99,"2,307","2,424",          0.95
4215059000,강원도 강릉시 송정동,"10,052","4,173",          2.41,"4,822","5,230",          0.92
4215060000,강원도 강릉시 내곡동,"16,328","7,669",          2.13,"8,181","8,147",          1.00
4215061500,강원도 강릉시 강남동,"17,742","8,324",          2.13,"8,895","8,847",          1.01
4215064500,강원도 강릉시 성덕동,"28,001","11,946",          2.34,"13,867","14,134",          0.98
4215066500,강원도 강릉시 경포동,"11,281","5,114",          2.21,"5,752","5,529",          1.04
4217000000,강원도 동해시 ,"89,950","42,960",          2.09,"45,713","44,237",          1.03
4217051000,강원도 동해시 천곡동,"30,759","13,907",          2.21,"15,298","15,461",          0.99
4217052000,강원도 동해시 송정동,"3,719","2,175",          1.71,"2,041","1,678",          1.22
4217053000,강원도 동해시 북삼동,"19,966","8,743",          2.28,"10,361","9,605",          1.08
4217054000,강원도 동해시 부곡동,"4,958","2,590",          1.91,"2,406","2,552",          0.94
