※ 매월 말일자 통계 현황,,,,,,,
,,2022년02월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4128554000,경기도 고양시 일산동구 풍산동,"38,579","14,611",          2.64,"18,583","19,996",          0.93
4128555100,경기도 고양시 일산동구 백석1동,"30,276","13,092",          2.31,"14,410","15,866",          0.91
4128555200,경기도 고양시 일산동구 백석2동,"20,744","11,558",          1.79,"9,975","10,769",          0.93
4128556000,경기도 고양시 일산동구 마두1동,"23,986","8,994",          2.67,"11,536","12,450",          0.93
4128557000,경기도 고양시 일산동구 마두2동,"16,106","5,902",          2.73,"7,580","8,526",          0.89
4128558000,경기도 고양시 일산동구 장항1동,"11,350","4,849",          2.34,"5,778","5,572",          1.04
4128559000,경기도 고양시 일산동구 장항2동,"27,075","15,706",          1.72,"13,224","13,851",          0.95
4128560000,경기도 고양시 일산동구 고봉동,"23,111","11,104",          2.08,"12,123","10,988",          1.10
4128700000,경기도 고양시 일산서구 ,"296,466","117,810",          2.52,"143,718","152,748",          0.94
4128751000,경기도 고양시 일산서구 일산1동,"26,929","10,327",          2.61,"13,000","13,929",          0.93
4128752000,경기도 고양시 일산서구 일산2동,"18,250","8,049",          2.27,"9,056","9,194",          0.98
4128753000,경기도 고양시 일산서구 일산3동,"35,067","12,330",          2.84,"16,974","18,093",          0.94
4128754500,경기도 고양시 일산서구 탄현1동,"31,298","12,724",          2.46,"15,385","15,913",          0.97
4128754600,경기도 고양시 일산서구 탄현2동,"19,804","7,452",          2.66,"9,581","10,223",          0.94
4128755000,경기도 고양시 일산서구 주엽1동,"27,836","11,110",          2.51,"13,035","14,801",          0.88
4128756000,경기도 고양시 일산서구 주엽2동,"28,599","11,820",          2.42,"13,375","15,224",          0.88
4128757000,경기도 고양시 일산서구 대화동,"36,061","16,536",          2.18,"17,511","18,550",          0.94
4128758000,경기도 고양시 일산서구 송포동,"21,392","8,211",          2.61,"10,570","10,822",          0.98
4128760000,경기도 고양시 일산서구 덕이동,"31,708","11,939",          2.66,"15,547","16,161",          0.96
4128761000,경기도 고양시 일산서구 가좌동,"19,522","7,312",          2.67,"9,684","9,838",          0.98
4129000000,경기도 과천시 ,"77,632","28,707",          2.70,"38,213","39,419",          0.97
4129051000,경기도 과천시 중앙동,"10,822","3,965",          2.73,"5,240","5,582",          0.94
4129052000,경기도 과천시 갈현동,"19,286","6,332",          3.05,"9,400","9,886",          0.95
4129053000,경기도 과천시 별양동,"16,122","5,756",          2.80,"7,856","8,266",          0.95
4129054000,경기도 과천시 부림동,"14,937","5,430",          2.75,"7,359","7,578",          0.97
4129055000,경기도 과천시 과천동,"9,118","4,326",          2.11,"4,762","4,356",          1.09
4129056000,경기도 과천시 문원동,"7,347","2,898",          2.54,"3,596","3,751",          0.96
4131000000,경기도 구리시 ,"191,322","80,709",          2.37,"94,831","96,491",          0.98
4131051000,경기도 구리시 갈매동,"30,522","12,121",          2.52,"15,096","15,426",          0.98
4131052000,경기도 구리시 동구동,"37,073","13,835",          2.68,"18,241","18,832",          0.97
4131053000,경기도 구리시 인창동,"23,169","9,290",          2.49,"11,293","11,876",          0.95
4131054100,경기도 구리시 교문1동,"16,194","8,504",          1.90,"8,324","7,870",          1.06
4131054200,경기도 구리시 교문2동,"21,729","8,025",          2.71,"10,546","11,183",          0.94
4131057000,경기도 구리시 수택1동,"15,591","7,763",          2.01,"7,789","7,802",          1.00
4131058000,경기도 구리시 수택2동,"25,194","11,706",          2.15,"12,500","12,694",          0.98
4131059000,경기도 구리시 수택3동,"21,850","9,465",          2.31,"11,042","10,808",          1.02
4136000000,경기도 남양주시 ,"733,995","299,932",          2.45,"365,147","368,848",          0.99
4136025000,경기도 남양주시 와부읍,"59,854","23,094",          2.59,"29,506","30,348",          0.97
4136025300,경기도 남양주시 진접읍,"94,919","38,618",          2.46,"47,937","46,982",          1.02
4136025600,경기도 남양주시 화도읍,"66,665","28,646",          2.33,"33,219","33,446",          0.99
4136025700,경기도 남양주시 화도읍동부출장소,"14,714","6,103",          2.41,"7,415","7,299",          1.02
4136025800,경기도 남양주시 화도읍남부출장소,"37,084","14,686",          2.53,"18,613","18,471",          1.01
4136025900,경기도 남양주시 진건읍,"23,263","10,839",          2.15,"12,094","11,169",          1.08
4136026200,경기도 남양주시 오남읍,"53,176","21,875",          2.43,"26,706","26,470",          1.01
4136026500,경기도 남양주시 퇴계원읍,"28,780","12,005",          2.40,"14,360","14,420",          1.00
4136031000,경기도 남양주시 별내면,"19,422","8,538",          2.27,"9,748","9,674",          1.01
4136034000,경기도 남양주시 수동면,"8,965","4,886",          1.83,"4,731","4,234",          1.12
4136036000,경기도 남양주시 조안면,"4,110","2,036",          2.02,"2,132","1,978",          1.08
4136051000,경기도 남양주시 호평동,"57,370","21,852",          2.63,"27,975","29,395",          0.95
4136052000,경기도 남양주시 평내동,"36,517","13,744",          2.66,"18,031","18,486",          0.98
4136053000,경기도 남양주시 금곡동,"18,409","8,911",          2.07,"9,418","8,991",          1.05
4136054000,경기도 남양주시 양정동,"4,129","2,403",          1.72,"2,371","1,758",          1.35
4136054500,경기도 남양주시 다산1동,"92,041","35,146",          2.62,"45,161","46,880",          0.96
4136056500,경기도 남양주시 다산2동,"35,504","13,450",          2.64,"17,339","18,165",          0.95
4136057000,경기도 남양주시 별내동,"79,073","33,100",          2.39,"38,391","40,682",          0.94
4136200000,경기도 풍양출장소 ,0,0,          0.00,0,0,          0.00
4137000000,경기도 오산시 ,"229,909","102,428",          2.24,"119,393","110,516",          1.08
4137051000,경기도 오산시 중앙동,"35,507","14,302",          2.48,"17,811","17,696",          1.01
4137053000,경기도 오산시 남촌동,"20,665","13,945",          1.48,"12,366","8,299",          1.49
4137054000,경기도 오산시 신장동,"60,993","25,529",          2.39,"30,813","30,180",          1.02
4137055000,경기도 오산시 세마동,"32,005","13,047",          2.45,"16,423","15,582",          1.05
4137056000,경기도 오산시 초평동,"16,211","7,326",          2.21,"8,362","7,849",          1.07
4137057000,경기도 오산시 대원동,"64,528","28,279",          2.28,"33,618","30,910",          1.09
4139000000,경기도 시흥시 ,"511,839","220,983",          2.32,"267,286","244,553",          1.09
4139051000,경기도 시흥시 대야동,"44,828","19,167",          2.34,"22,684","22,144",          1.02
4139052000,경기도 시흥시 신천동,"36,019","16,546",          2.18,"18,614","17,405",          1.07
4139053100,경기도 시흥시 신현동,"9,908","4,477",          2.21,"5,196","4,712",          1.10
4139054000,경기도 시흥시 은행동,"56,304","20,924",          2.69,"28,119","28,185",          1.00
4139055000,경기도 시흥시 매화동,"12,131","5,336",          2.27,"6,370","5,761",          1.11
4139057000,경기도 시흥시 목감동,"42,070","17,277",          2.44,"21,321","20,749",          1.03
4139058100,경기도 시흥시 군자동,"21,712","9,606",          2.26,"11,350","10,362",          1.10
4139058200,경기도 시흥시 월곶동,"16,573","7,943",          2.09,"8,628","7,945",          1.09
4139058900,경기도 시흥시 정왕본동,"20,266","13,637",          1.49,"12,813","7,453",          1.72
4139059100,경기도 시흥시 정왕1동,"22,232","13,088",          1.70,"13,156","9,076",          1.45
4139059200,경기도 시흥시 정왕2동,"32,135","14,050",          2.29,"17,528","14,607",          1.20
4139059300,경기도 시흥시 정왕3동,"22,948","11,179",          2.05,"12,964","9,984",          1.30
4139059400,경기도 시흥시 정왕4동,"20,855","7,475",          2.79,"10,335","10,520",          0.98
4139059600,경기도 시흥시 배곧1동,"35,414","12,098",          2.93,"17,626","17,788",          0.99
4139059700,경기도 시흥시 배곧2동,"35,300","15,264",          2.31,"18,474","16,826",          1.10
4139062100,경기도 시흥시 과림동,"1,931","1,223",          1.58,"1,186",745,          1.59
4139063000,경기도 시흥시 연성동,"23,559","9,132",          2.58,"12,043","11,516",          1.05
4139063100,경기도 시흥시 장곡동,"32,600","12,321",          2.65,"16,455","16,145",          1.02
4139064000,경기도 시흥시 능곡동,"25,054","10,240",          2.45,"12,424","12,630",          0.98
4141000000,경기도 군포시 ,"267,294","113,140",          2.36,"132,546","134,748",          0.98
4141051000,경기도 군포시 군포1동,"33,475","15,794",          2.12,"17,666","15,809",          1.12
4141052000,경기도 군포시 군포2동,"43,630","16,494",          2.65,"21,690","21,940",          0.99
4141054000,경기도 군포시 산본1동,"15,757","8,576",          1.84,"7,948","7,809",          1.02
4141055000,경기도 군포시 산본2동,"26,420","9,952",          2.65,"12,772","13,648",          0.94
4141056000,경기도 군포시 금정동,"17,168","8,581",          2.00,"8,950","8,218",          1.09
4141057000,경기도 군포시 재궁동,"18,361","8,451",          2.17,"8,712","9,649",          0.90
4141058000,경기도 군포시 오금동,"21,238","8,665",          2.45,"10,274","10,964",          0.94
4141059000,경기도 군포시 수리동,"16,182","7,163",          2.26,"7,707","8,475",          0.91
4141060000,경기도 군포시 궁내동,"20,454","6,994",          2.92,"10,014","10,440",          0.96
4141061000,경기도 군포시 대야동,"9,549","3,908",          2.44,"4,787","4,762",          1.01
4141062000,경기도 군포시 광정동,"24,548","10,406",          2.36,"11,895","12,653",          0.94
4141063000,경기도 군포시 송부동,"20,512","8,156",          2.51,"10,131","10,381",          0.98
4143000000,경기도 의왕시 ,"162,761","65,745",          2.48,"80,826","81,935",          0.99
4143051000,경기도 의왕시 고천동,"14,125","6,714",          2.10,"7,155","6,970",          1.03
4143052000,경기도 의왕시 부곡동,"29,324","12,647",          2.32,"14,900","14,424",          1.03
4143053000,경기도 의왕시 오전동,"39,272","14,824",          2.65,"19,522","19,750",          0.99
4143054000,경기도 의왕시 내손1동,"20,588","8,250",          2.50,"10,065","10,523",          0.96
4143055000,경기도 의왕시 내손2동,"22,249","8,127",          2.74,"10,912","11,337",          0.96
4143056000,경기도 의왕시 청계동,"37,203","15,183",          2.45,"18,272","18,931",          0.97
4145000000,경기도 하남시 ,"322,697","139,569",          2.31,"161,351","161,346",          1.00
4145051000,경기도 하남시 천현동,"7,361","4,162",          1.77,"4,081","3,280",          1.24
4145052000,경기도 하남시 신장1동,"6,722","3,720",          1.81,"3,493","3,229",          1.08
4145053000,경기도 하남시 신장2동,"46,722","19,702",          2.37,"23,052","23,670",          0.97
4145054000,경기도 하남시 덕풍1동,"15,457","6,960",          2.22,"7,848","7,609",          1.03
4145055000,경기도 하남시 덕풍2동,"18,906","9,233",          2.05,"9,560","9,346",          1.02
4145056000,경기도 하남시 덕풍3동,"25,471","10,812",          2.36,"12,652","12,819",          0.99
4145057000,경기도 하남시 풍산동,"29,860","11,137",          2.68,"14,711","15,149",          0.97
4145058000,경기도 하남시 감북동,"2,737","1,531",          1.79,"1,513","1,224",          1.24
4145058200,경기도 하남시 감일동,"31,949","11,737",          2.72,"15,984","15,965",          1.00
4145058500,경기도 하남시 위례동,"29,316","10,340",          2.84,"14,391","14,925",          0.96
4145059000,경기도 하남시 춘궁동,"3,810","2,136",          1.78,"2,158","1,652",          1.31
4145060000,경기도 하남시 초이동,"3,511","2,002",          1.75,"1,993","1,518",          1.31
4145061000,경기도 하남시 미사1동,"53,587","27,485",          1.95,"26,640","26,947",          0.99
4145062000,경기도 하남시 미사2동,"47,288","18,612",          2.54,"23,275","24,013",          0.97
